Name complex,Geo,State of house,Rooms amount,"Squares,м²",Metro,"Time to metro,мин.","Price,₽",Data
ЖК «Приморский квартал»,"Санкт-Петербург, р-н Приморский, Комендантский аэродром, Богатырский просп., 2А",Новостройка,Студия,"31,38 ",Пионерская,9 ,7 979 000 ,10.10
ЖК «Апарт-отель Начало»,"Санкт-Петербург, р-н Невский, Ивановский, Варфоломеевская ул.",Новостройка Апартаменты,Апартаменты-студия,"23,52 ",Ломоносовская,19 ,4 800 000 ,15.10
ЖК «Апарт-отель GloraX Заневский»,"Санкт-Петербург, р-н Красногвардейский, Малая Охта, пер. Уткин",Новостройка Апартаменты,2-комн. апартаменты,"43,71 ",Новочеркасская, откроется в 2024,10 079 999 ,13.10
ЖК «Цветной Город»,"Санкт-Петербург, р-н Красногвардейский, Полюстрово, ул. Пейзажная",Новостройка,Студия,"20,7 ",Девяткино,12 ,3 450 000 ,04.10
ЖК «Magnifika Residence (Магнифика Резиденс)»,"Санкт-Петербург, р-н Красногвардейский, Большая Охта, Магнитогорская ул., 5к3",Новостройка,Студия,"32,8 ",Новочеркасская,17 ,13 126 498 ,13.10
ЖК «Миръ»,"Санкт-Петербург, р-н Центральный, Лиговка-Ямская, Миргородская ул., 1",Новостройка,1-комн. квартира,"56,4 ",Площадь Восстания,15 ,21 000 000 ,29.09
ЖК «Лермонтовский 54»,"Санкт-Петербург, р-н Адмиралтейский, Измайловское, Лермонтовский 54 жилой комплекс, к 2.2",Новостройка,3-комн. квартира,"81,7 ",Балтийская,4 ,22 204 099 ,13.10
ЖК «ЮгТаун. Олимпийские кварталы»,"Санкт-Петербург, р-н Пушкинский, мкр. Шушары, ЮгТаун жилой комплекс",Новостройка,Студия,"21,3 ",Московская,20 ,4 300 000 ,12.10
ЖК «Артхаус»,"Санкт-Петербург, р-н Адмиралтейский, Семёновский, Звенигородская ул., 7к2",Новостройка,1-комн. квартира,"58,7 ",Звенигородская,8 ,25 650 000 ,06.09
ЖК «Квартал Che (Квартал Че)»,"Санкт-Петербург, р-н Московский, Московская застава, Черниговская ул., 17",Новостройка,2-комн. квартира,"87,2 ",Московские ворота,13 ,23 000 000 ,04.10
ЖК «Svetlana Park (Светлана Парк)»,"Санкт-Петербург, р-н Выборгский, Светлановское, Манчестерская ул., 3",Новостройка,4-комн. квартира,"112,6 ",Удельная,4 ,27 600 962 ,14.10
ЖК «Neva Residence (Нева Резиденс)»,"Санкт-Петербург, р-н Петроградский, Петровский, Ремесленная ул.",Новостройка,1-комн. квартира,"33,82 ",Спортивная,18 ,13 280 000 ,11.10
ЖК «Golden City (Голден Сити)»,"Санкт-Петербург, р-н Василеостровский, Морской, ул. Челюскина, 8",Новостройка,4-комн. квартира,"106,6 ",Приморская,6 ,31 679 999 ,13.10
ЖК «Тайм Сквер»,"Санкт-Петербург, р-н Приморский, Юнтолово, Глухарская ул.",Новостройка,Студия,24 ,Комендантский проспект,10 ,5 500 000 ,13.10
ЖК «Притяжение»,"Санкт-Петербург, р-н Выборгский, Сампсониевское, ул. Александра Матросова, 1",Новостройка,4-комн. квартира,"145,5 ",Лесная,14 ,36 400 171 ,14.10
ЖК «Цветной Город»,"Санкт-Петербург, р-н Красногвардейский, Полюстрово, ул. Пейзажная",Новостройка,Студия,"21,2 ",Академическая,7 ,3 570 000 ,11.10
ЖК «Бакунина 33»,"Санкт-Петербург, р-н Центральный, Смольнинское, просп. Бакунина",Новостройка,4-комн. квартира,137 ,Площадь Александра Невского,12 ,46 189 843 ,15.10
ЖК «Живи! в Рыбацком»,"Санкт-Петербург, р-н Невский, Рыбацкое, Живи в Рыбацком жилой комплекс, к73",Новостройка,2-комн. квартира,"59,3 ",Рыбацкое,10 ,10 500 000 ,12.10
ЖК «ID Svetlanovskiy (Ай Ди Светлановский)»,"Санкт-Петербург, р-н Выборгский, Светлановское, Лесной территория",Новостройка,Студия,"27,47 ",Удельная,18 ,7 780 603 ,13.10
ЖК «Friends (Френдс)»,"Санкт-Петербург, р-н Приморский, Коломяги, ш. Суздальское",Новостройка,Студия,"26,2 ",Проспект Просвещения,10 ,4 900 000 ,19.09
ЖК «Апартаменты VIDI (Апартаменты ВИДИ)»,"Санкт-Петербург, р-н Центральный, Смольнинское, Пески территория",Новостройка Апартаменты,Апартаменты-студия,"21,6 ",Площадь Александра Невского,11 ,9 039 600 ,12.10
ЖК «Чистое небо»,"Санкт-Петербург, р-н Приморский, Коломяги, ул. Верхне-Каменская, 11к1",Новостройка,4-комн. квартира,"114,35 ",Комендантский проспект,6 ,19 900 000 ,05.10
ЖК «Эврика»,"Санкт-Петербург, р-н Калининский, Прометей, Светлановский просп., 121к1",Новостройка,1-комн. квартира,51 ,Гражданский проспект,5 ,10 098 000 ,12.10
,"Санкт-Петербург, р-н Петроградский, Аптекарский остров, просп. Малый Петроградской стороны",Новостройка Апартаменты,2-комн. апартаменты,"40,33 ",Петроградская,6 ,16 938 600 ,15.10
